CustomerID,total_orders,total_items,total_spend,avg_order_value,unique_products,first_purchase,last_purchase,days_since_last,customer_lifespan_days
12538,1,191,358.15,17.054761904761904,21,2011-10-11 17:16:00,2011-10-11 17:16:00,61,0
12539,4,2067,5144.400000000001,18.843956043956045,157,2011-01-27 11:05:00,2011-11-17 13:30:00,24,294
12540,17,6537,11573.38,24.212092050209204,277,2010-12-13 09:39:00,2011-11-20 11:31:00,21,342
12541,3,680,878.8,16.9,46,2011-04-03 09:32:00,2011-10-11 10:40:00,61,191
12544,1,136,333.7,17.563157894736843,19,2011-03-11 16:15:00,2011-03-11 16:15:00,275,0
12545,2,523,874.42,17.4884,42,2011-03-25 12:04:00,2011-09-25 13:39:00,77,184
12546,2,573,1060.7,15.372463768115942,59,2011-09-23 09:44:00,2011-10-24 12:09:00,48,31
12547,2,134,168.79999999999998,21.099999999999998,7,2011-04-03 12:46:00,2011-05-26 12:38:00,199,52
12548,1,49,75.69999999999999,15.139999999999997,5,2011-06-26 15:35:00,2011-06-26 15:35:00,168,0
12550,1,569,873.56,15.325614035087717,57,2011-09-21 14:35:00,2011-09-21 14:35:00,81,0
12551,1,100,168.0,16.8,10,2010-12-17 11:23:00,2010-12-17 11:23:00,359,0
12552,2,88,316.96999999999997,15.848499999999998,20,2011-01-11 10:02:00,2011-10-31 12:11:00,41,293
12553,10,1917,3431.7400000000002,17.967225130890053,95,2011-01-12 16:38:00,2011-12-10 14:18:00,1,331
12556,2,358,593.43,4.904380165289256,100,2011-10-20 13:06:00,2011-11-07 13:35:00,34,18
12557,5,1164,2555.4,77.43636363636364,15,2010-03-12 12:20:00,2011-11-23 16:59:00,18,621
12558,1,196,269.96,24.54181818181818,11,2011-02-12 10:41:00,2011-02-12 10:41:00,302,0
12559,2,283,537.33,25.587142857142858,21,2011-01-24 10:12:00,2011-02-02 09:49:00,312,8
12560,3,1098,2001.72,19.064,91,2011-04-12 13:54:00,2011-08-19 15:22:00,114,129
12561,1,177,238.85,14.928125,16,2011-10-02 11:39:00,2011-10-02 11:39:00,70,0
12562,7,1695,3362.34,20.013928571428572,99,2011-01-12 17:20:00,2011-11-17 11:34:00,24,308
12564,1,133,403.05,19.192857142857143,21,2011-03-23 14:55:00,2011-03-23 14:55:00,263,0
12565,1,80,145.92,16.21333333333333,9,2011-02-24 10:34:00,2011-02-24 10:34:00,290,0
12566,1,253,313.75,16.513157894736842,19,2011-09-14 14:30:00,2011-09-14 14:30:00,88,0
12567,10,4281,8662.08,19.421704035874438,323,2010-05-12 11:57:00,2011-11-17 11:02:00,24,553
12569,32,1777,3585.73,19.073031914893615,92,2011-01-04 13:47:00,2011-12-10 11:49:00,1,339
12571,2,523,527.89,15.526176470588235,31,2011-10-08 12:35:00,2011-10-31 10:19:00,41,22
12572,2,452,923.6700000000001,15.3945,53,2011-01-12 09:20:00,2011-10-19 08:20:00,53,279
12573,1,84,159.09,5.681785714285715,26,2011-04-26 15:52:00,2011-04-26 15:52:00,229,0
12574,1,61,196.55,17.86818181818182,11,2011-01-28 09:20:00,2011-01-28 09:20:00,317,0
12576,5,955,1275.15,14.49034090909091,72,2011-04-11 10:11:00,2011-08-02 11:31:00,131,113
12577,3,472,653.87,4.448095238095238,137,2010-12-15 16:21:00,2011-04-11 13:24:00,244,116
12578,2,1196,2491.46,21.854912280701754,111,2011-01-13 15:34:00,2011-11-18 13:30:00,23,308
12579,1,285,403.42,13.911034482758621,29,2011-09-22 17:15:00,2011-09-22 17:15:00,80,0
12580,1,238,396.7,16.529166666666665,24,2011-07-04 10:24:00,2011-07-04 10:24:00,160,0
12581,1,161,186.76,12.450666666666667,15,2011-10-31 08:56:00,2011-10-31 08:56:00,41,0
12582,2,276,378.15999999999997,17.189090909090908,21,2011-02-24 11:42:00,2011-04-15 08:45:00,240,49
12583,15,3908,6616.3099999999995,26.786680161943316,115,2010-01-12 08:45:00,2011-12-10 14:46:00,1,697
12584,9,416,2094.1,21.813541666666666,44,2011-04-03 15:15:00,2011-11-22 08:34:00,19,232
12585,2,1123,1765.81,20.296666666666667,77,2010-12-23 12:58:00,2011-04-19 13:39:00,236,117
12586,1,79,202.24,18.385454545454547,11,2011-11-22 16:24:00,2011-11-22 16:24:00,19,0
12587,1,51,112.5,28.125,4,2011-02-12 12:47:00,2011-02-12 12:47:00,302,0
12588,1,53,164.65,16.465,10,2011-10-31 15:01:00,2011-10-31 15:01:00,41,0
12589,2,306,570.28,16.293714285714284,29,2011-07-18 12:05:00,2011-11-11 10:19:00,30,115
12590,2,2187,5820.64,85.59764705882354,68,2011-12-05 14:46:00,2011-12-05 14:52:00,6,0
12591,1,228,390.0,15.0,26,2011-01-26 14:35:00,2011-01-26 14:35:00,319,0
12592,2,290,418.6,23.255555555555556,11,2011-08-09 15:04:00,2011-10-05 13:44:00,67,56
12593,3,206,399.09999999999997,19.004761904761903,14,2011-02-08 09:55:00,2011-08-23 12:43:00,110,196
12594,10,1645,3188.05,27.017372881355932,50,2011-01-21 09:52:00,2011-10-24 12:44:00,48,276
12596,2,390,466.09,17.262592592592593,25,2011-10-19 13:02:00,2011-11-04 13:22:00,37,16
12597,4,2068,3273.21,15.889368932038835,184,2011-03-16 14:00:00,2011-11-20 13:33:00,21,248
12598,8,1890,2865.0299999999997,21.704772727272726,84,2011-01-07 11:43:00,2011-11-30 12:18:00,11,327
12599,7,932,931.38,15.022258064516128,32,2011-02-27 11:58:00,2011-11-07 15:22:00,34,253
12600,10,750,2387.1600000000003,37.299375000000005,32,2010-03-12 12:57:00,2011-11-11 10:29:00,30,608
12601,5,245,498.11,17.78964285714286,21,2011-03-06 10:17:00,2011-11-01 10:38:00,40,240
12602,1,162,146.22,12.185,12,2011-12-10 11:22:00,2011-12-10 11:22:00,1,0
12603,1,43,365.5,182.75,2,2011-11-18 10:42:00,2011-11-18 10:42:00,23,0
12604,2,201,244.68,15.2925,15,2011-03-23 12:06:00,2011-09-21 14:08:00,81,182
12607,1,1228,1571.06,15.555049504950494,101,2011-10-10 16:06:00,2011-10-10 16:06:00,62,0
12609,3,624,1049.75,17.495833333333334,57,2011-01-25 15:13:00,2011-09-22 16:34:00,80,240
12610,5,1049,1756.84,16.573962264150943,85,2011-05-08 13:52:00,2011-11-17 09:34:00,24,192
12611,1,682,1071.22,16.480307692307694,65,2011-10-18 13:12:00,2011-10-18 13:12:00,54,0
12612,1,262,686.12,36.11157894736842,19,2011-09-26 15:35:00,2011-09-26 15:35:00,76,0
12613,5,1644,3196.76,20.89385620915033,124,2011-03-22 15:42:00,2011-10-13 14:59:00,59,204
12614,1,76,308.35,15.4175,20,2011-07-03 10:22:00,2011-07-03 10:22:00,161,0
12615,4,1264,2060.87,19.627333333333333,82,2011-03-11 10:45:00,2011-09-29 10:23:00,73,201
12616,2,284,663.7,20.740625,25,2011-02-15 14:17:00,2011-05-09 15:17:00,216,83
12617,1,213,354.97,8.451666666666668,39,2011-10-11 14:39:00,2011-10-11 14:39:00,61,0
12618,1,96,145.81,13.255454545454546,11,2011-11-18 11:10:00,2011-11-18 11:10:00,23,0
12619,9,1898,1928.74,21.430444444444444,50,2011-03-31 13:10:00,2011-11-23 14:52:00,18,237
12620,3,1121,1325.16,14.403913043478262,89,2011-05-19 12:10:00,2011-11-25 10:20:00,16,189
12621,20,6271,11364.74,24.33563169164882,261,2010-09-12 10:16:00,2011-12-05 09:41:00,6,448
12622,1,69,157.85,14.35,11,2011-04-21 16:39:00,2011-04-21 16:39:00,234,0
12623,1,191,286.1,15.894444444444446,18,2011-08-03 13:50:00,2011-08-03 13:50:00,130,0
12624,2,355,598.88,15.76,36,2011-06-15 12:34:00,2011-08-25 15:04:00,108,71
12625,2,1600,2451.92,28.510697674418605,73,2011-01-24 13:27:00,2011-12-05 09:54:00,6,314
12626,9,3417,6107.49,20.773775510204082,232,2011-01-17 11:01:00,2011-11-16 16:06:00,25,303
12627,7,2512,4278.78,18.603391304347824,162,2011-02-08 09:29:00,2011-11-29 12:07:00,12,294
12628,3,444,752.96,18.36487804878049,34,2011-05-12 13:15:00,2011-06-11 14:26:00,183,30
12630,2,548,1060.7,16.5734375,60,2011-10-27 10:41:00,2011-11-30 10:48:00,11,34
12631,1,236,514.5,16.596774193548388,31,2011-10-13 13:53:00,2011-10-13 13:53:00,59,0
12633,4,974,1863.8600000000001,18.454059405940594,73,2011-02-08 09:35:00,2011-12-10 11:40:00,1,305
12635,2,1096,1612.89,15.96920792079208,96,2011-08-07 08:43:00,2011-11-09 11:04:00,32,94
12637,8,3002,5834.15,14.959358974358974,205,2011-01-20 10:47:00,2011-09-09 11:48:00,93,232
12638,1,577,554.09,14.207435897435898,39,2011-06-11 13:11:00,2011-06-11 13:11:00,183,0
12639,1,201,383.7,17.44090909090909,22,2011-04-15 12:48:00,2011-04-15 12:48:00,240,0
12640,3,311,1013.9300000000001,19.130754716981134,47,2011-09-19 12:01:00,2011-11-16 11:52:00,25,57
12641,1,72,154.4,15.440000000000001,10,2011-08-16 13:26:00,2011-08-16 13:26:00,117,0
12642,3,540,922.95,19.637234042553192,39,2011-08-24 09:23:00,2011-11-14 15:03:00,27,82
12643,6,644,1361.72,56.73833333333334,11,2011-03-05 12:02:00,2011-11-01 11:48:00,40,240
12644,1,325,474.74,15.314193548387097,31,2011-02-08 10:33:00,2011-02-08 10:33:00,306,0
12645,4,1084,1699.18,23.276438356164384,58,2011-01-27 13:08:00,2011-08-22 12:40:00,111,206
12646,2,777,1221.6200000000001,27.147111111111112,43,2011-05-12 10:14:00,2011-10-21 12:52:00,51,162
12647,12,1233,2918.23,24.117603305785124,78,2010-05-12 14:02:00,2011-11-17 12:56:00,24,553
12648,1,160,306.3,14.585714285714285,21,2011-08-07 11:55:00,2011-08-07 11:55:00,126,0
12649,3,490,626.51,20.21,28,2011-08-24 14:40:00,2011-11-05 14:37:00,36,72
12650,1,254,293.0,14.65,20,2011-06-12 16:34:00,2011-06-12 16:34:00,182,0
12651,1,78,114.0,12.666666666666666,9,2011-09-01 12:46:00,2011-09-01 12:46:00,101,0
12652,1,505,845.62,17.617083333333333,48,2011-12-01 15:00:00,2011-12-01 15:00:00,10,0
12653,2,859,1965.77,45.715581395348835,37,2011-02-16 10:53:00,2011-07-14 10:41:00,150,147
12654,5,264,558.83,14.706052631578949,31,2011-02-11 14:57:00,2011-11-29 10:10:00,12,290
12656,5,1507,3329.17,26.42198412698413,89,2011-04-20 09:20:00,2011-11-22 13:42:00,19,216
12657,4,544,1208.48,25.712340425531917,35,2011-09-22 11:40:00,2011-11-28 15:47:00,13,67
12658,1,320,653.3,18.147222222222222,36,2011-11-21 10:22:00,2011-11-21 10:22:00,20,0
12659,1,69,69.22,13.844,5,2011-10-11 11:53:00,2011-10-11 11:53:00,61,0
12660,1,127,235.6,18.123076923076923,13,2011-11-28 13:26:00,2011-11-28 13:26:00,13,0
12662,11,2034,3671.01,15.960913043478262,129,2010-01-12 13:04:00,2011-11-16 17:26:00,24,673
12664,9,807,3037.7400000000002,82.10108108108109,10,2011-01-12 17:07:00,2011-12-10 11:43:00,1,331
12665,1,37,53.5,17.833333333333332,3,2011-01-19 08:34:00,2011-01-19 08:34:00,326,0
12667,1,395,512.85,15.540909090909091,33,2011-12-10 17:00:00,2011-12-10 17:00:00,1,0
12668,4,1594,3428.4,21.2944099378882,115,2010-12-19 12:46:00,2011-11-28 10:56:00,13,343
12669,3,1115,1535.94,15.207326732673268,98,2011-03-28 10:15:00,2011-12-07 09:54:00,4,253
12670,5,1337,2787.0299999999997,30.293804347826086,58,2011-02-09 09:51:00,2011-11-29 15:23:00,12,293
12672,1,78,225.89999999999998,22.589999999999996,10,2011-01-14 09:20:00,2011-01-14 09:20:00,331,0
12673,2,351,597.82,14.233809523809525,42,2011-01-17 11:46:00,2011-04-12 13:55:00,243,85
12674,4,1097,1762.8600000000001,21.239277108433736,52,2011-01-11 12:12:00,2011-09-09 10:51:00,93,240
